FECHA (YYMMDD);HORA (HHMM);Direccion Viento (grados);
250910;1600;199,509;
250910;1700;202,211;
250910;1800;105,828;
250910;1900;99,2756;
250910;2000;95,1663;
250910;2100;108,666;
250910;2200;138,663;
250910;2300;107,235;
250911;0000;109,892;
250911;0100;141,269;
250911;0200;134,028;
250911;0300;157,627;
250911;0400;137,719;
250911;0500;105,498;
250911;0600;108,672;
250911;0700;154,335;
250911;0800;156,127;
250911;0900;189,516;
250911;1000;282,326;
250911;1100;183,366;
250911;1200;133,554;
250911;1300;165,72;
250911;1400;217,524;
250911;1500;169,795;
250911;1600;182,262;
250911;1700;139,9;
250911;1800;149,642;
250911;1900;251,829;
250911;2000;135,192;
250911;2100;22,3917;
250911;2200;356,435;
250911;2300;0;
250912;0000;0;
250912;0100;0;
250912;0200;125,018;
250912;0300;124,496;
250912;0400;145,692;
250912;0500;156,762;
250912;0600;149,671;
250912;0700;158,132;
250912;0800;120,715;
250912;0900;255,695;
250912;1000;286,866;
250912;1100;317,317;
250912;1200;295,057;
250912;1300;295,898;
250912;1400;306,599;
250912;1500;312,224;
250912;1600;297,815;
250912;1700;303,118;
250912;1800;306,838;
250912;1900;319,728;
250912;2000;319,485;
250912;2100;312,27;
250912;2200;298,851;
250912;2300;326,49;
250913;0000;354,31;
250913;0100;308,01;
250913;0200;354,212;
250913;0300;319,86;
250913;0400;327,359;
250913;0500;0,109555;
250913;0600;350,908;
250913;0700;348,34;
250913;0800;332,843;
250913;0900;339,12;
250913;1000;293,403;
250913;1100;297,201;
250913;1200;288,209;
250913;1300;268,518;
250913;1400;279,604;
250913;1500;273,227;
250913;1600;267,663;
250913;1700;247,348;
250913;1800;312,935;
250913;1900;22,4723;
250913;2000;28,176;
250913;2100;152,123;
250913;2200;139,408;
250913;2300;128,247;
250914;0000;147,48;
250914;0100;155,494;
250914;0200;139,448;
250914;0300;149,149;
250914;0400;118,611;
250914;0500;142,911;
250914;0600;134,743;
250914;0700;130,998;
250914;0800;146,656;
250914;0900;171,002;
250914;1000;186,555;
250914;1100;212,142;
250914;1200;183,556;
250914;1300;179,036;
250914;1400;220,608;
250914;1500;216,755;
250914;1600;231,158;
250914;1700;242,542;
250914;1800;5,29179;
250914;1900;113,227;
250914;2000;337,184;
250914;2100;139,994;
250914;2200;111,36;
250914;2300;102,31;
250915;0000;276,975;
250915;0100;84,8958;
250915;0200;139,039;
250915;0300;130,184;
250915;0400;131,732;
250915;0500;127,358;
250915;0600;131,435;
250915;0700;127,533;
250915;0800;132,807;
250915;0900;157,298;
250915;1000;176,123;
250915;1100;128,032;
250915;1200;191,823;
250915;1300;189,417;
250915;1400;171,509;
250915;1500;177,053;
250915;1600;181,19;
250915;1700;87,5309;
250915;1800;102,969;
250915;1900;125,255;
250915;2000;125,254;
250915;2100;112,779;
250915;2200;172,521;
250915;2300;153,063;
250916;0000;75,1235;
250916;0100;133,203;
250916;0200;129,438;
250916;0300;123,18;
250916;0400;143,074;
250916;0500;138,902;
250916;0600;138,335;
250916;0700;142,666;
250916;0800;154,342;
250916;0900;174,886;
250916;1000;178,021;
250916;1100;157,054;
250916;1200;176,38;
250916;1300;166,802;
250916;1400;184,255;
250916;1500;197,623;
250916;1600;194,364;
250916;1700;191,912;
250916;1800;47,9177;
250916;1900;115,474;
250916;2000;56,6073;
250916;2100;259,222;
250916;2200;340,56;
250916;2300;0;
250917;0000;0;
250917;0100;0;
250917;0200;274,999;
250917;0300;301,003;
250917;0400;326,886;
250917;0500;317,873;
250917;0600;349,181;
250917;0700;329,807;
250917;0800;325,946;
250917;0900;321,048;
250917;1000;319,485;
250917;1100;308,87;
250917;1200;311,12;
250917;1300;318,058;
250917;1400;311,521;
250917;1500;319,067;
250917;1600;319,476;
250917;1700;321,569;
250917;1800;320,66;
250917;1900;323,889;
250917;2000;325,484;
250917;2100;328,825;
250917;2200;325,095;
250917;2300;322,677;
250918;0000;310,792;
250918;0100;312,619;
250918;0200;325,219;
250918;0300;313,498;
250918;0400;319,041;
250918;0500;331,262;
250918;0600;326,145;
250918;0700;315,839;
250918;0800;311,15;
250918;0900;306,881;
250918;1000;312,536;
250918;1100;315,853;
250918;1200;313,479;
250918;1300;310,153;
250918;1400;314,824;
250918;1500;318,441;
250918;1600;308,196;
250918;1700;309,154;
250918;1800;309,662;
250918;1900;305,04;
250918;2000;312,317;
250918;2100;287,186;
250918;2200;304,202;
250918;2300;303,566;
250919;0000;300,851;
250919;0100;296,279;
250919;0200;302,663;
250919;0300;308,465;
250919;0400;302,294;
250919;0500;296,863;
250919;0600;307,333;
250919;0700;309,807;
250919;0800;310,228;
250919;0900;314,691;
250919;1000;309,44;
250919;1100;304,607;
250919;1200;309,692;
250919;1300;306,193;
250919;1400;321,355;
250919;1500;313,944;
250919;1600;314,875;
250919;1700;295,513;
250919;1800;304,489;
250919;1900;310,101;
250919;2000;315,733;
250919;2100;286,56;
250919;2200;314,676;
250919;2300;356,679;
250920;0000;317,692;
250920;0100;306,558;
250920;0200;315,603;
250920;0300;320,22;
250920;0400;288,826;
250920;0500;282,284;
250920;0600;282,795;
250920;0700;311,383;
250920;0800;319,82;
250920;0900;322,188;
250920;1000;327,503;
250920;1100;326,308;
250920;1200;304,796;
250920;1300;301,106;
250920;1400;303,026;
250920;1500;294,129;
250920;1600;294,453;
250920;1700;276,263;
250920;1800;338,714;
250920;1900;320,681;
250920;2000;305,924;
250920;2100;335,976;
250920;2200;313,195;
250920;2300;9,72247;
250921;0000;45,1503;
250921;0100;347,169;
250921;0200;263,351;
250921;0300;57,8307;
250921;0400;325,17;
250921;0500;4,02254;
250921;0600;175,198;
250921;0700;180,504;
250921;0800;147,929;
250921;0900;189,343;
250921;1000;153,571;
250921;1100;182,46;
250921;1200;222,671;
250921;1300;211,221;
250921;1400;216,511;
250921;1500;200,068;
250921;1600;196,93;
250921;1700;194,399;
250921;1800;228,794;
250921;1900;23,2085;
250921;2000;65,86;
250921;2100;249,804;
250921;2200;267,042;
250921;2300;107,705;
250922;0000;132,071;
250922;0100;143,176;
250922;0200;146,647;
250922;0300;153,664;
250922;0400;168,206;
250922;0500;142,501;
250922;0600;144,073;
250922;0700;150,175;
250922;0800;127,229;
250922;0900;186,188;
250922;1000;187,114;
250922;1100;127,697;
250922;1200;177,81;
250922;1300;202,575;
250922;1400;192,086;
250922;1500;197,812;
250922;1600;196,985;
250922;1700;186,379;
250922;1800;132,785;
250922;1900;132,439;
250922;2000;132,484;
250922;2100;123,969;
250922;2200;129,575;
250922;2300;149,073;
250923;0000;130,109;
250923;0100;131,066;
250923;0200;11,1806;
250923;0300;247,374;
250923;0400;13,1413;
250923;0500;73,8848;
250923;0600;83,5562;
250923;0700;93,642;
250923;0800;24,996;
250923;0900;194,15;
250923;1000;183,017;
250923;1100;135,337;
250923;1200;179,568;
250923;1300;224,081;
250923;1400;296,574;
250923;1500;289,757;
250923;1600;234,554;
250923;1700;233,673;
250923;1800;240,677;
250923;1900;61,4981;
250923;2000;239,377;
250923;2100;147,468;
250923;2200;121,096;
250923;2300;119,025;
250924;0000;116,848;
250924;0100;154,895;
250924;0200;133,42;
250924;0300;141,477;
250924;0400;154,064;
250924;0500;143,708;
250924;0600;150,924;
250924;0700;141,528;
250924;0800;139,067;
250924;0900;148,297;
250924;1000;172,91;
250924;1100;176,764;
250924;1200;183,361;
250924;1300;178,933;
250924;1400;179,688;
250924;1500;289,919;
250924;1600;317,122;
250924;1700;320,259;
250924;1800;297,254;
250924;1900;316,856;
250924;2000;320,347;
250924;2100;303,029;
250924;2200;293,125;
250924;2300;342,057;
250925;0000;353,805;
250925;0100;327,749;
250925;0200;354,095;
250925;0300;339,657;
250925;0400;80,2434;
250925;0500;141,754;
250925;0600;233,825;
250925;0700;109,399;
250925;0800;327,753;
250925;0900;317,145;
250925;1000;312,079;
250925;1100;316,585;
250925;1200;316,331;
250925;1300;315,708;
250925;1400;317,89;
250925;1500;311,647;
250925;1600;310,594;
250925;1700;324,104;
250925;1800;329,273;
250925;1900;333,842;
250925;2000;317,195;
250925;2100;309,218;
250925;2200;317,867;
250925;2300;331,03;
250926;0000;319,989;
250926;0100;323,772;
250926;0200;322,268;
250926;0300;299,311;
250926;0400;264,182;
250926;0500;308,994;
250926;0600;338,101;
250926;0700;332,686;
250926;0800;261,385;
250926;0900;259,051;
250926;1000;268,513;
250926;1100;266,083;
250926;1200;262,531;
250926;1300;257,188;
250926;1400;315,559;
250926;1500;286,386;
250926;1600;296,494;
250926;1700;305,294;
250926;1800;286,762;
250926;1900;325,605;
250926;2000;307,59;
250926;2100;329,863;
250926;2200;343,969;
250926;2300;315,777;
250927;0000;10,8309;
250927;0100;317,396;
250927;0200;17,4495;
250927;0300;139,046;
250927;0400;87,4792;
250927;0500;165,458;
250927;0600;144,19;
250927;0700;137,144;
250927;0800;109,541;
250927;0900;133,85;
250927;1000;183,418;
250927;1100;201,13;
250927;1200;237,126;
250927;1300;204,567;
250927;1400;201,9;
250927;1500;260,749;
250927;1600;253,608;
250927;1700;228,563;
250927;1800;227,935;
250927;1900;330,097;
250927;2000;27,5463;
250927;2100;343,913;
250927;2200;355,641;
250927;2300;324,868;
250928;0000;339,202;
250928;0100;321,053;
250928;0200;321,81;
250928;0300;297,132;
250928;0400;293,443;
250928;0500;2,25861;
250928;0600;169,18;
250928;0700;301,758;
250928;0800;301,576;
250928;0900;300,413;
250928;1000;293,91;
250928;1100;304,996;
250928;1200;64,0796;
250928;1300;270,425;
250928;1400;146,033;
250928;1500;145,584;
250928;1600;129,397;
250928;1700;126,515;
250928;1800;157,957;
250928;1900;248,261;
250928;2000;213,749;
250928;2100;258,364;
250928;2200;346,263;
250928;2300;0;
250929;0000;22,4048;
250929;0100;69,472;
250929;0200;105,062;
250929;0300;104,884;
250929;0400;70,8953;
250929;0500;82,1945;
250929;0600;103,79;
250929;0700;132,701;
250929;0800;45,6509;
250929;0900;186,498;
250929;1000;173,107;
250929;1100;138,232;
250929;1200;204,95;
250929;1300;225,318;
250929;1400;223,913;
250929;1500;211,774;
250929;1600;203,594;
250929;1700;210,324;
250929;1800;209,294;
250929;1900;107,199;
250929;2000;116,477;
250929;2100;118,016;
250929;2200;111,875;
250929;2300;118,998;
250930;0000;142,677;
250930;0100;125,899;
250930;0200;119,339;
250930;0300;130,865;
250930;0400;130,453;
250930;0500;132,777;
250930;0600;129,288;
250930;0700;147,731;
250930;0800;145,26;
250930;0900;128,092;
250930;1000;135,284;
250930;1100;125,839;
250930;1200;150,551;
250930;1300;201,269;
250930;1400;196,84;
250930;1500;207,142;
250930;1600;205,669;
250930;1700;203,667;
250930;1800;171,24;
250930;1900;119,771;
250930;2000;126,595;
250930;2100;133,618;
250930;2200;120,15;
250930;2300;129,772;
251001;0000;128,251;
251001;0100;126,632;
251001;0200;128,33;
251001;0300;95,8649;
251001;0400;138,196;
251001;0500;152,01;
251001;0600;136,588;
251001;0700;124,411;
251001;0800;131,231;
251001;0900;166,534;
251001;1000;175,317;
251001;1100;191,792;
251001;1200;184,583;
251001;1300;139,13;
251001;1400;143,339;
251001;1500;175,375;
251001;1600;161,151;
251001;1700;169,692;
251001;1800;149,688;
251001;1900;130,916;
251001;2000;112,199;
251001;2100;116,696;
251001;2200;0;
251001;2300;75,3024;
251002;0000;108,894;
251002;0100;128,171;
251002;0200;89,6395;
251002;0300;94,3843;
251002;0400;126,346;
251002;0500;105,689;
251002;0600;84,5071;
251002;0700;105,523;
251002;0800;141,968;
251002;0900;153,317;
251002;1000;183,891;
251002;1100;257,239;
251002;1200;281,307;
251002;1300;294,817;
251002;1400;319,788;
251002;1500;320,682;
251002;1600;296,186;
251002;1700;261,237;
251002;1800;302,236;
251002;1900;309,922;
251002;2000;312,706;
251002;2100;317,173;
251002;2200;325,494;
251002;2300;328,084;
251003;0000;280,802;
251003;0100;64,6785;
251003;0200;35,2534;
251003;0300;60,4811;
251003;0400;27,4121;
251003;0500;16,4554;
251003;0600;0;
251003;0700;16,428;
251003;0800;346,253;
251003;0900;267,191;
251003;1000;277,75;
251003;1100;272,493;
251003;1200;293,05;
251003;1300;280,643;
251003;1400;297,041;
251003;1500;313,065;
251003;1600;313,934;
251003;1700;320,055;
251003;1800;318,034;
251003;1900;317,552;
251003;2000;321,536;
251003;2100;325,831;
251003;2200;332,283;
251003;2300;325,715;
251004;0000;328,266;
251004;0100;334,947;
251004;0200;330,218;
251004;0300;321,844;
251004;0400;321,997;
251004;0500;324,247;
251004;0600;320,847;
251004;0700;292,652;
251004;0800;341,356;
251004;0900;333,323;
251004;1000;292,104;
251004;1100;270,517;
251004;1200;263,545;
251004;1300;253,396;
251004;1400;251,535;
251004;1500;260,253;
251004;1600;258,721;
251004;1700;283,557;
251004;1800;286,448;
251004;1900;294,913;
251004;2000;338,655;
251004;2100;336,46;
251004;2200;323,727;
251004;2300;322,981;
251005;0000;288,859;
251005;0100;264,062;
251005;0200;84,1611;
251005;0300;79,1616;
251005;0400;93,5963;
251005;0500;86,5319;
251005;0600;106,395;
251005;0700;94,1354;
251005;0800;150,004;
251005;0900;192,497;
251005;1000;199,463;
251005;1100;264,728;
251005;1200;238,392;
251005;1300;234,629;
251005;1400;227,8;
251005;1500;228,735;
251005;1600;223,144;
251005;1700;211,993;
251005;1800;204,159;
251005;1900;202,556;
251005;2000;132,565;
251005;2100;130,409;
251005;2200;110,917;
251005;2300;102,148;
251006;0000;120,437;
251006;0100;78,4583;
251006;0200;86,2448;
251006;0300;151,934;
251006;0400;112,875;
251006;0500;141,907;
251006;0600;144,131;
251006;0700;128,915;
251006;0800;131,925;
251006;0900;112,875;
251006;1000;93,5773;
251006;1100;109,511;
251006;1200;144,978;
251006;1300;188,223;
251006;1400;187,731;
251006;1500;203,023;
251006;1600;207,584;
251006;1700;210,126;
251006;1800;198,467;
251006;1900;125,849;
251006;2000;117,202;
251006;2100;99,4298;
251006;2200;96,7542;
251006;2300;122,147;
251007;0000;149,23;
251007;0100;111,699;
251007;0200;122,138;
251007;0300;111,332;
251007;0400;107,749;
251007;0500;99,9601;
251007;0600;83,814;
251007;0700;119,53;
251007;0800;157,511;
251007;0900;111,37;
251007;1000;113,214;
251007;1100;117,916;
251007;1200;152,986;
251007;1300;204,453;
251007;1400;209,362;
251007;1500;205,782;
251007;1600;206,915;
251007;1700;208,408;
251007;1800;74,0656;
251007;1900;130,056;
251007;2000;89,6917;
251007;2100;127,969;
251007;2200;113,068;
251007;2300;105,993;
251008;0000;101,11;
251008;0100;0;
251008;0200;159,346;
251008;0300;142,26;
251008;0400;158,22;
251008;0500;143,039;
251008;0600;148,609;
251008;0700;152,277;
251008;0800;146,449;
251008;0900;174,158;
251008;1000;191,178;
251008;1100;168,792;
251008;1200;220,095;
251008;1300;206,965;
251008;1400;173,998;
251008;1500;169,862;
251008;1600;179,412;
251008;1700;142,609;
251008;1800;134,322;
251008;1900;136,776;
251008;2000;139,665;
251008;2100;128,909;
251008;2200;117,48;
251008;2300;104,67;
251009;0000;106,497;
251009;0100;100,987;
251009;0200;64,4133;
251009;0300;94,4224;
251009;0400;80,8228;
251009;0500;78,8564;
251009;0600;99,2484;
251009;0700;87,064;
251009;0800;77,1436;
251009;0900;117,898;
251009;1000;140,245;
251009;1100;133,232;
251009;1200;148,511;
251009;1300;177,06;
251009;1400;183,778;
251009;1500;206,489;
251009;1600;195,62;
251009;1700;191,258;
251009;1800;115,062;
251009;1900;122,866;
251009;2000;121,58;
251009;2100;82,0837;
251009;2200;0;
251009;2300;0;
251010;0000;0;
251010;0100;0;
251010;0200;0;
251010;0300;0;
251010;0400;0,705643;
251010;0500;143,311;
251010;0600;3,37679;
251010;0700;337,349;
251010;0800;8,73689;
251010;0900;324,818;
251010;1000;249,202;
251010;1100;267,29;
251010;1200;262,457;
251010;1300;268,897;
251010;1400;286,254;
251010;1500;299,851;
251010;1600;299,339;
251010;1700;303,12;
251010;1800;315,97;
251010;1900;327,108;
251010;2000;314,09;
251010;2100;253,546;
251010;2200;181,621;
251010;2300;225,512;
251011;0000;193,379;
251011;0100;156,737;
251011;0200;69,4309;
251011;0300;75,7754;
251011;0400;68,9084;
251011;0500;148,92;
251011;0600;81,6208;
251011;0700;121,536;
251011;0800;187,55;
251011;0900;230,822;
251011;1000;197,282;
251011;1100;201,305;
251011;1200;199,49;
251011;1300;198,901;
251011;1400;202,791;
251011;1500;200,928;
251011;1600;201,941;
251011;1700;206,617;
251011;1800;206,638;
251011;1900;189,502;
251011;2000;169,46;
251011;2100;143,491;
251011;2200;135,852;
251011;2300;136,598;
251012;0000;126,547;
251012;0100;109,29;
251012;0200;136,42;
251012;0300;149,145;
251012;0400;160,079;
251012;0500;158,728;
251012;0600;146,013;
251012;0700;133,589;
251012;0800;150,283;
251012;0900;167,884;
251012;1000;167,116;
251012;1100;188,452;
251012;1200;177,552;
251012;1300;187,473;
251012;1400;192,182;
251012;1500;224,767;
251012;1600;215,156;
251012;1700;213,927;
251012;1800;198,374;
251012;1900;129,281;
251012;2000;101,999;
251012;2100;85,1309;
251012;2200;19,293;
251012;2300;122,438;
251013;0000;69,2155;
251013;0100;96,6843;
251013;0200;95,8547;
251013;0300;147,317;
251013;0400;147,104;
251013;0500;142,876;
251013;0600;133,327;
251013;0700;139,529;
251013;0800;147,359;
251013;0900;164,769;
251013;1000;160,297;
251013;1100;157,245;
251013;1200;155,57;
251013;1300;144,371;
251013;1400;200,746;
251013;1500;203,169;
251013;1600;202,166;
251013;1700;198,229;
251013;1800;136,238;
251013;1900;136,4;
251013;2000;133,897;
251013;2100;129,164;
251013;2200;145,574;
251013;2300;136,876;
251014;0000;16,1064;
251014;0100;348,164;
251014;0200;55,9544;
251014;0300;83,993;
251014;0400;64,9178;
251014;0500;132,063;
251014;0600;143,748;
251014;0700;128,012;
251014;0800;143,595;
251014;0900;169,324;
251014;1000;176,807;
251014;1100;262,324;
251014;1200;311,133;
251014;1300;322,464;
251014;1400;244,743;
251014;1500;222,621;
251014;1600;235,256;
251014;1700;248,144;
251014;1800;248,395;
251014;1900;258,667;
251014;2000;261,279;
251014;2100;283,255;
251014;2200;314,604;
251014;2300;337,507;
251015;0000;321,93;
251015;0100;329,997;
251015;0200;338,113;
251015;0300;328,933;
251015;0400;328,424;
251015;0500;321,961;
251015;0600;315,965;
251015;0700;319,322;
251015;0800;314,11;
251015;0900;330,892;
251015;1000;327,494;
251015;1100;315,789;
251015;1200;325,917;
251015;1300;319,861;
251015;1400;311,918;
251015;1500;311,492;
251015;1600;266,649;
251015;1700;246,985;
251015;1800;230,038;
251015;1900;243,359;
251015;2000;129,75;
251015;2100;298,825;
251015;2200;127,558;
251015;2300;109,424;
251016;0000;114,861;
251016;0100;94,2783;
251016;0200;151,78;
251016;0300;125,103;
251016;0400;149,324;
251016;0500;143,538;
251016;0600;150,569;
251016;0700;162,174;
251016;0800;155,546;
251016;0900;145,193;
251016;1000;;
251016;1100;270,308;
251016;1200;293,501;
251016;1300;;
251016;1400;198,7;
251016;1500;202,587;
251016;1600;206,247;
251016;1700;201,834;
251016;1800;135,99;
251016;1900;129,898;
251016;2000;145,97;
251016;2100;150,87;
251016;2200;148,469;
251016;2300;143,409;
251017;0000;156,611;
251017;0100;157,73;
251017;0200;143,026;
251017;0300;141,758;
251017;0400;136,707;
251017;0500;117,818;
251017;0600;122,903;
251017;0700;60,7372;
251017;0800;183,782;
251017;0900;184,344;
251017;1000;175,584;
251017;1100;175,409;
251017;1200;124,995;
251017;1300;147,474;
251017;1400;191,162;
251017;1500;186,906;
251017;1600;184,017;
251017;1700;150,151;
251017;1800;144,319;
251017;1900;142,264;
251017;2000;138,544;
251017;2100;84,6547;
251017;2200;97,451;
251017;2300;111,534;
251018;0000;139,725;
251018;0100;147,003;
251018;0200;143,696;
251018;0300;132,089;
251018;0400;141,548;
251018;0500;133,428;
251018;0600;141,474;
251018;0700;144,159;
251018;0800;155,568;
251018;0900;152,403;
251018;1000;179,056;
251018;1100;199,242;
251018;1200;298,39;
251018;1300;303,789;
251018;1400;319,251;
251018;1500;315,65;
251018;1600;296,645;
251018;1700;300,454;
251018;1800;287,405;
251018;1900;292,918;
251018;2000;305,273;
251018;2100;293,627;
251018;2200;259,197;
251018;2300;323,963;
251019;0000;313,135;
251019;0100;77,2723;
251019;0200;352,85;
251019;0300;356,657;
251019;0400;73,9558;
251019;0500;56,2885;
251019;0600;356,151;
251019;0700;301,636;
251019;0800;250,047;
251019;0900;272,058;
251019;1000;308,892;
251019;1100;310,664;
251019;1200;329,528;
251019;1300;313,53;
251019;1400;276,036;
251019;1500;277,856;
251019;1600;264,109;
251019;1700;306,098;
251019;1800;301,262;
251019;1900;313,334;
251019;2000;7,55043;
251019;2100;12,2012;
251019;2200;55,0584;
251019;2300;146,425;
251020;0000;138,468;
251020;0100;103,501;
251020;0200;278,313;
251020;0300;299,415;
251020;0400;185,282;
251020;0500;144,87;
251020;0600;126,516;
251020;0700;320,198;
251020;0800;289,262;
251020;0900;289,42;
251020;1000;304,005;
251020;1100;320,61;
251020;1200;282,012;
251020;1300;311,798;
251020;1400;304,648;
251020;1500;261,116;
251020;1600;287,699;
251020;1700;241,988;
251020;1800;220,766;
251020;1900;194,022;
251020;2000;108,705;
251020;2100;192,967;
251020;2200;301,752;
251020;2300;251,283;
251021;0000;72,8286;
251021;0100;116,933;
251021;0200;94,7377;
251021;0300;330,117;
251021;0400;328,275;
251021;0500;299,148;
251021;0600;95,8197;
251021;0700;117,214;
251021;0800;172,947;
251021;0900;189,429;
251021;1000;216,326;
251021;1100;243,874;
251021;1200;277,217;
251021;1300;235,077;
251021;1400;248,168;
251021;1500;235,249;
251021;1600;244,697;
251021;1700;231,603;
251021;1800;217,176;
251021;1900;128,635;
251021;2000;107,327;
251021;2100;91,7227;
251021;2200;58,6366;
251021;2300;119,201;
251022;0000;90,8925;
251022;0100;123,318;
251022;0200;108,581;
251022;0300;126,886;
251022;0400;142,649;
251022;0500;126,526;
251022;0600;131,423;
251022;0700;135,707;
251022;0800;155,876;
251022;0900;194,806;
251022;1000;194,093;
251022;1100;233,645;
251022;1200;233,703;
251022;1300;209,876;
251022;1400;203,49;
251022;1500;201,108;
251022;1600;248,458;
251022;1700;225,979;
251022;1800;196,698;
251022;1900;128,752;
251022;2000;140,098;
251022;2100;138,695;
251022;2200;133,881;
251022;2300;124,964;
251023;0000;126,315;
251023;0100;132,507;
251023;0200;109,258;
251023;0300;109,22;
251023;0400;106,805;
251023;0500;106,283;
251023;0600;88,8068;
251023;0700;107,861;
251023;0800;205,669;
251023;0900;176,823;
251023;1000;179,468;
251023;1100;225,251;
251023;1200;237,878;
251023;1300;258,9;
251023;1400;259,898;
251023;1500;245,256;
251023;1600;232,973;
251023;1700;233,366;
251023;1800;230,577;
251023;1900;231,156;
251023;2000;217,439;
251023;2100;60,505;
251023;2200;96,7028;
251023;2300;132,939;
251024;0000;138,933;
251024;0100;111,894;
251024;0200;116,548;
251024;0300;142,147;
251024;0400;144,57;
251024;0500;124,445;
251024;0600;128,003;
251024;0700;134,518;
251024;0800;194,767;
251024;0900;159,738;
251024;1000;201,245;
251024;1100;207,55;
251024;1200;209,573;
251024;1300;208,771;
251024;1400;207,628;
251024;1500;213,584;
251024;1600;213,81;
251024;1700;212,846;
251024;1800;207,444;
251024;1900;209,105;
251024;2000;198,412;
251024;2100;141,896;
251024;2200;135,253;
251024;2300;127,943;
251025;0000;155,676;
251025;0100;162,335;
251025;0200;136,589;
251025;0300;111,269;
251025;0400;130,702;
251025;0500;130,211;
251025;0600;107,718;
251025;0700;154,24;
251025;0800;174,391;
251025;0900;172,024;
251025;1000;142,759;
251025;1100;190,926;
251025;1200;194,407;
251025;1300;229,635;
251025;1400;232,104;
251025;1500;212,81;
251025;1600;212,793;
251025;1700;217,125;
251025;1800;213,767;
251025;1900;211,472;
251025;2000;180,808;
251025;2100;153,972;
251025;2200;138,774;
251025;2300;114,359;
251026;0000;161,778;
251026;0100;181,154;
251026;0200;218,085;
251026;0300;90,3064;
251026;0400;101,288;
251026;0500;58,2621;
251026;0600;353,942;
251026;0700;305,327;
251026;0800;322,47;
251026;0900;309,496;
251026;1000;255,153;
251026;1100;245,483;
251026;1200;191,224;
251026;1300;192,486;
251026;1400;209,096;
251026;1500;204,563;
251026;1600;204,592;
251026;1700;214,249;
251026;1800;264,056;
251026;1900;120,376;
251026;2000;119,964;
251026;2100;112,151;
251026;2200;76,5966;
251026;2300;75,6132;
251027;0000;45,4061;
251027;0100;22,0713;
251027;0200;112,554;
251027;0300;79,4692;
251027;0400;128,706;
251027;0500;140,301;
251027;0600;130,684;
251027;0700;148,805;
251027;0800;175,025;
251027;0900;178,415;
251027;1000;119,484;
251027;1100;135,468;
251027;1200;157,047;
251027;1300;152,427;
251027;1400;138,894;
251027;1500;148,46;
251027;1600;176,741;
251027;1700;203,744;
251027;1800;211,562;
251027;1900;114,678;
251027;2000;74,601;
251027;2100;148,726;
251027;2200;128,462;
251027;2300;137,493;
251028;0000;151,265;
251028;0100;167,29;
251028;0200;166,02;
251028;0300;164,35;
251028;0400;150,498;
251028;0500;149,177;
251028;0600;130,602;
251028;0700;152,763;
251028;0800;172,591;
251028;0900;180,748;
251028;1000;197,593;
251028;1100;255,897;
251028;1200;304,244;
251028;1300;292,636;
251028;1400;313,727;
251028;1500;269,785;
251028;1600;240,851;
251028;1700;237,086;
251028;1800;246,742;
251028;1900;74,9247;
251028;2000;135,916;
251028;2100;115,207;
251028;2200;117,457;
251028;2300;116,513;
251029;0000;106,103;
251029;0100;153,238;
251029;0200;111,503;
251029;0300;132,305;
251029;0400;105,939;
251029;0500;157,112;
251029;0600;117,458;
251029;0700;146,624;
251029;0800;191,276;
251029;0900;179,245;
251029;1000;204,706;
251029;1100;293,161;
251029;1200;278,269;
251029;1300;226,107;
251029;1400;210,597;
251029;1500;205,359;
251029;1600;204,924;
251029;1700;235,074;
251029;1800;205,851;
251029;1900;143,891;
251029;2000;150,818;
251029;2100;146,248;
251029;2200;136,617;
251029;2300;93,2147;
251030;0000;104,928;
251030;0100;109,827;
251030;0200;100,737;
251030;0300;114,49;
251030;0400;94,9402;
251030;0500;106,19;
251030;0600;99,4645;
251030;0700;113,611;
251030;0800;166,532;
251030;0900;189,158;
251030;1000;222,935;
251030;1100;153,565;
251030;1200;174,905;
251030;1300;200,95;
251030;1400;237,772;
251030;1500;233,829;
251030;1600;244,838;
251030;1700;215,076;
251030;1800;198,018;
251030;1900;145,438;
251030;2000;141,346;
251030;2100;141,253;
251030;2200;171,643;
251030;2300;90,011;
251031;0000;105,56;
251031;0100;127,073;
251031;0200;165,353;
251031;0300;238,089;
251031;0400;317,807;
251031;0500;326,777;
251031;0600;54,4827;
251031;0700;189,176;
251031;0800;179,729;
251031;0900;198,728;
251031;1000;206,448;
251031;1100;204,858;
251031;1200;226,508;
251031;1300;241,674;
251031;1400;231,969;
251031;1500;235,185;
251031;1600;222,836;
251031;1700;221,957;
251031;1800;218,904;
251031;1900;208,244;
251031;2000;139,588;
251031;2100;115,903;
251031;2200;104,881;
251031;2300;96,5813;
251101;0000;124,433;
251101;0100;142,694;
251101;0200;129,225;
251101;0300;128,775;
251101;0400;114,691;
251101;0500;126,365;
251101;0600;138,031;
251101;0700;150,326;
251101;0800;184,178;
251101;0900;;
251101;1000;;
251101;1100;;
251101;1200;;
251101;1300;;
251101;1400;;
251101;1500;;
251101;1600;;
251101;1700;;
251101;1800;;
251101;1900;;
251101;2000;;
251101;2100;;
251101;2200;;
251101;2300;;
251102;0000;;
251102;0100;;
251102;0200;;
251102;0300;;
251102;0400;;
251102;0500;;
251102;0600;;
251102;0700;;
251102;0800;;
251102;0900;;
251102;1000;;
251102;1100;;
251102;1200;;
251102;1300;;
251102;1400;;
251102;1500;;
