FECHA (YYMMDD);HORA (HHMM);Direccion Viento (grados);
250611;1300;21,9414;
250611;1400;13,9116;
250611;1500;17,3769;
250611;1600;20,6083;
250611;1700;16,5943;
250611;1800;17,3089;
250611;1900;17,627;
250611;2000;354,271;
250611;2100;326,408;
250611;2200;331,839;
250611;2300;317,718;
250612;0000;324,306;
250612;0100;314,407;
250612;0200;316,63;
250612;0300;311,441;
250612;0400;322,593;
250612;0500;307,663;
250612;0600;299,203;
250612;0700;332,634;
250612;0800;333,775;
250612;0900;348,851;
250612;1000;300,453;
250612;1100;309,042;
250612;1200;328,119;
250612;1300;322,169;
250612;1400;318,578;
250612;1500;315,299;
250612;1600;309,426;
250612;1700;324,93;
250612;1800;308,341;
250612;1900;307,368;
250612;2000;299,788;
250612;2100;267,124;
250612;2200;165,979;
250612;2300;318,441;
250613;0000;313,411;
250613;0100;344,066;
250613;0200;319,79;
250613;0300;0;
250613;0400;105,881;
250613;0500;104,434;
250613;0600;150,881;
250613;0700;158,029;
250613;0800;127,785;
250613;0900;153,136;
250613;1000;167,119;
250613;1100;155,518;
250613;1200;168,486;
250613;1300;180,205;
250613;1400;182,938;
250613;1500;179,011;
250613;1600;159,037;
250613;1700;217,993;
250613;1800;343,49;
250613;1900;106,137;
250613;2000;149,504;
250613;2100;130,485;
250613;2200;134,687;
250613;2300;146,987;
250614;0000;141,327;
250614;0100;140,865;
250614;0200;138,627;
250614;0300;135,366;
250614;0400;160,297;
250614;0500;144,608;
250614;0600;140,181;
250614;0700;153,186;
250614;0800;136,903;
250614;0900;130,771;
250614;1000;136,52;
250614;1100;317,569;
250614;1200;322,611;
250614;1300;330,827;
250614;1400;337,052;
250614;1500;341,894;
250614;1600;339,841;
250614;1700;340,414;
250614;1800;333,924;
250614;1900;337,426;
250614;2000;344,077;
250614;2100;334,117;
250614;2200;327,682;
250614;2300;327,13;
250615;0000;326,157;
250615;0100;321,769;
250615;0200;295,337;
250615;0300;306,368;
250615;0400;324,372;
250615;0500;307,286;
250615;0600;296,228;
250615;0700;8,98631;
250615;0800;349,765;
250615;0900;338,301;
250615;1000;331,517;
250615;1100;99,4574;
250615;1200;297,343;
250615;1300;308,481;
250615;1400;307,234;
250615;1500;311,797;
250615;1600;299,381;
250615;1700;325,11;
250615;1800;315,889;
250615;1900;327,608;
250615;2000;294,406;
250615;2100;324,678;
250615;2200;349,072;
250615;2300;340,75;
250616;0000;250,536;
250616;0100;0;
250616;0200;230,236;
250616;0300;124,895;
250616;0400;116,601;
250616;0500;144,411;
250616;0600;45,5987;
250616;0700;0;
250616;0800;105,969;
250616;0900;147,192;
250616;1000;197,843;
250616;1100;300,348;
250616;1200;305,771;
250616;1300;311,237;
250616;1400;309,187;
250616;1500;318,467;
250616;1600;324,947;
250616;1700;316,249;
250616;1800;307,305;
250616;1900;325,368;
250616;2000;338,594;
250616;2100;346,881;
250616;2200;342,56;
250616;2300;319,761;
250617;0000;343,984;
250617;0100;156,187;
250617;0200;165,9;
250617;0300;160,433;
250617;0400;138,794;
250617;0500;139,798;
250617;0600;133,838;
250617;0700;136,369;
250617;0800;148,694;
250617;0900;135,758;
250617;1000;155,863;
250617;1100;175,142;
250617;1200;176,742;
250617;1300;163,674;
250617;1400;157,362;
250617;1500;193,606;
250617;1600;200,662;
250617;1700;173,894;
250617;1800;137,64;
250617;1900;158,877;
250617;2000;0;
250617;2100;100,618;
250617;2200;140,182;
250617;2300;141,641;
250618;0000;131,496;
250618;0100;139,149;
250618;0200;144,997;
250618;0300;149,388;
250618;0400;139,572;
250618;0500;139,726;
250618;0600;131,696;
250618;0700;132,158;
250618;0800;134,735;
250618;0900;128,215;
250618;1000;141,758;
250618;1100;134,33;
250618;1200;138,104;
250618;1300;142,285;
250618;1400;161,719;
250618;1500;164,838;
250618;1600;195,935;
250618;1700;110,653;
250618;1800;128,059;
250618;1900;112,455;
250618;2000;135,739;
250618;2100;171,291;
250618;2200;132,147;
250618;2300;119,469;
250619;0000;135,198;
250619;0100;88,5425;
250619;0200;147,065;
250619;0300;163,208;
250619;0400;130,4;
250619;0500;139,712;
250619;0600;120,425;
250619;0700;125,658;
250619;0800;108,318;
250619;0900;112,898;
250619;1000;125,081;
250619;1100;154,609;
250619;1200;161,287;
250619;1300;191,086;
250619;1400;224,889;
250619;1500;261,789;
250619;1600;285,923;
250619;1700;269,009;
250619;1800;282,821;
250619;1900;88,8925;
250619;2000;132,852;
250619;2100;133,378;
250619;2200;134,893;
250619;2300;151,332;
250620;0000;130,439;
250620;0100;137,25;
250620;0200;154,638;
250620;0300;144,486;
250620;0400;130,527;
250620;0500;121,123;
250620;0600;118,18;
250620;0700;142,396;
250620;0800;145,896;
250620;0900;147,019;
250620;1000;152,523;
250620;1100;188,303;
250620;1200;270,168;
250620;1300;313,497;
250620;1400;316,296;
250620;1500;314,882;
250620;1600;305,054;
250620;1700;168,886;
250620;1800;109,703;
250620;1900;137,522;
250620;2000;116,941;
250620;2100;354,941;
250620;2200;113,698;
250620;2300;123,831;
250621;0000;96,8934;
250621;0100;81,0195;
250621;0200;94,6617;
250621;0300;321,919;
250621;0400;295,813;
250621;0500;341,889;
250621;0600;346,688;
250621;0700;355,603;
250621;0800;330,004;
250621;0900;353,192;
250621;1000;183,32;
250621;1100;293,318;
250621;1200;299,045;
250621;1300;315,476;
250621;1400;318,138;
250621;1500;309,3;
250621;1600;309,021;
250621;1700;315,987;
250621;1800;323,551;
250621;1900;339,926;
250621;2000;262,626;
250621;2100;186,364;
250621;2200;135,609;
250621;2300;106,3;
250622;0000;154,804;
250622;0100;129,308;
250622;0200;156,097;
250622;0300;122,567;
250622;0400;110,446;
250622;0500;127,753;
250622;0600;143,67;
250622;0700;138,807;
250622;0800;114,59;
250622;0900;118,925;
250622;1000;107,758;
250622;1100;118,971;
250622;1200;94,5247;
250622;1300;105,119;
250622;1400;202,605;
250622;1500;124,082;
250622;1600;148,779;
250622;1700;190,646;
250622;1800;337,685;
250622;1900;105,806;
250622;2000;101,273;
250622;2100;116,783;
250622;2200;128,853;
250622;2300;135,613;
250623;0000;135,886;
250623;0100;112,161;
250623;0200;139,207;
250623;0300;115,869;
250623;0400;169,468;
250623;0500;149,333;
250623;0600;150,9;
250623;0700;128,716;
250623;0800;153,945;
250623;0900;119,472;
250623;1000;137,99;
250623;1100;155,125;
250623;1200;182,057;
250623;1300;180,389;
250623;1400;163,736;
250623;1500;184,731;
250623;1600;206,801;
250623;1700;142,512;
250623;1800;100,443;
250623;1900;150,842;
250623;2000;109,723;
250623;2100;122,526;
250623;2200;141,572;
250623;2300;122,365;
250624;0000;127,48;
250624;0100;135,94;
250624;0200;144,063;
250624;0300;143,818;
250624;0400;144,009;
250624;0500;130,847;
250624;0600;128,58;
250624;0700;150,762;
250624;0800;147,047;
250624;0900;147,323;
250624;1000;151,071;
250624;1100;156,73;
250624;1200;210,889;
250624;1300;269,931;
250624;1400;217,977;
250624;1500;295,956;
250624;1600;313,8;
250624;1700;334,481;
250624;1800;330,735;
250624;1900;103,194;
250624;2000;83,0896;
250624;2100;104,954;
250624;2200;114,79;
250624;2300;93,1631;
250625;0000;109,208;
250625;0100;135,404;
250625;0200;147,962;
250625;0300;131,98;
250625;0400;137,574;
250625;0500;124,342;
250625;0600;137,901;
250625;0700;131,535;
250625;0800;133,979;
250625;0900;150,261;
250625;1000;143,625;
250625;1100;162,167;
250625;1200;158,015;
250625;1300;113,249;
250625;1400;191,15;
250625;1500;201,321;
250625;1600;205,721;
250625;1700;201,311;
250625;1800;188,829;
250625;1900;94,3427;
250625;2000;142,069;
250625;2100;130,219;
250625;2200;123,832;
250625;2300;126,436;
250626;0000;135,77;
250626;0100;146,108;
250626;0200;144,831;
250626;0300;138,664;
250626;0400;134,228;
250626;0500;131,519;
250626;0600;144,154;
250626;0700;145,022;
250626;0800;149,02;
250626;0900;146,511;
250626;1000;150,37;
250626;1100;158,83;
250626;1200;175,293;
250626;1300;307,174;
250626;1400;307,111;
250626;1500;263,481;
250626;1600;254,138;
250626;1700;308,456;
250626;1800;248,021;
250626;1900;213,225;
250626;2000;252,324;
250626;2100;68,2092;
250626;2200;139,162;
250626;2300;133,146;
250627;0000;91,6398;
250627;0100;125,803;
250627;0200;70,891;
250627;0300;117,258;
250627;0400;116,168;
250627;0500;148,32;
250627;0600;136,653;
250627;0700;145,473;
250627;0800;138,976;
250627;0900;143,316;
250627;1000;149,528;
250627;1100;146,652;
250627;1200;171,992;
250627;1300;172,297;
250627;1400;154,052;
250627;1500;191,907;
250627;1600;140,187;
250627;1700;103,401;
250627;1800;133,246;
250627;1900;317,661;
250627;2000;110,464;
250627;2100;123,138;
250627;2200;153,788;
250627;2300;149,765;
250628;0000;137,93;
250628;0100;134,055;
250628;0200;126,054;
250628;0300;124,187;
250628;0400;110,81;
250628;0500;141,144;
250628;0600;130,41;
250628;0700;129,876;
250628;0800;132,961;
250628;0900;135,9;
250628;1000;144,775;
250628;1100;200,883;
250628;1200;253,363;
250628;1300;224,472;
250628;1400;249,605;
250628;1500;228,691;
250628;1600;260,615;
250628;1700;239,719;
250628;1800;112,829;
250628;1900;149,405;
250628;2000;149,93;
250628;2100;141,965;
250628;2200;114,743;
250628;2300;104,335;
250629;0000;153,022;
250629;0100;116,483;
250629;0200;129,158;
250629;0300;129,803;
250629;0400;126,295;
250629;0500;125,89;
250629;0600;134,918;
250629;0700;117,801;
250629;0800;145,467;
250629;0900;163,108;
250629;1000;170,567;
250629;1100;153,256;
250629;1200;132,717;
250629;1300;112,133;
250629;1400;125,2;
250629;1500;114,401;
250629;1600;133,076;
250629;1700;139,475;
250629;1800;147,454;
250629;1900;139,614;
250629;2000;147,111;
250629;2100;156,778;
250629;2200;155,907;
250629;2300;153,959;
250630;0000;142,818;
250630;0100;155,915;
250630;0200;132,75;
250630;0300;117,031;
250630;0400;141,706;
250630;0500;127,722;
250630;0600;132,562;
250630;0700;124,833;
250630;0800;122,076;
250630;0900;135,776;
250630;1000;147,832;
250630;1100;148,476;
250630;1200;156,22;
250630;1300;158,357;
250630;1400;171,461;
250630;1500;186,098;
250630;1600;159,616;
250630;1700;161,49;
250630;1800;142,34;
250630;1900;135,015;
250630;2000;128,114;
250630;2100;127,028;
250630;2200;121,958;
250630;2300;88,2563;
250701;0000;144,23;
250701;0100;144,761;
250701;0200;131,131;
250701;0300;142,319;
250701;0400;146,983;
250701;0500;133,717;
250701;0600;130,525;
250701;0700;145,702;
250701;0800;140,679;
250701;0900;124,82;
250701;1000;120,016;
250701;1100;156,386;
250701;1200;164,551;
250701;1300;165,282;
250701;1400;116,927;
250701;1500;178,373;
250701;1600;177,534;
250701;1700;164,034;
250701;1800;142,513;
250701;1900;78,2413;
250701;2000;156,044;
250701;2100;135,581;
250701;2200;134,634;
250701;2300;115,497;
250702;0000;125,281;
250702;0100;139,515;
250702;0200;130,779;
250702;0300;133,121;
250702;0400;124,463;
250702;0500;117,726;
250702;0600;135,76;
250702;0700;134,749;
250702;0800;135,453;
250702;0900;144,057;
250702;1000;150,506;
250702;1100;153,494;
250702;1200;142,563;
250702;1300;145,683;
250702;1400;140,902;
250702;1500;147,535;
250702;1600;145,721;
250702;1700;201,034;
250702;1800;69,6736;
250702;1900;110,964;
250702;2000;119,658;
250702;2100;141,62;
250702;2200;131,775;
250702;2300;117,507;
250703;0000;121,855;
250703;0100;165,734;
250703;0200;146,427;
250703;0300;139,716;
250703;0400;152,207;
250703;0500;145,848;
250703;0600;133,008;
250703;0700;127,894;
250703;0800;135,156;
250703;0900;158,514;
250703;1000;136,919;
250703;1100;144,268;
250703;1200;167,641;
250703;1300;173,609;
250703;1400;170,998;
250703;1500;164,498;
250703;1600;157,779;
250703;1700;135,545;
250703;1800;110,881;
250703;1900;124,733;
250703;2000;119,397;
250703;2100;135,862;
250703;2200;148,37;
250703;2300;133,436;
250704;0000;135,906;
250704;0100;117,604;
250704;0200;132,676;
250704;0300;132,712;
250704;0400;125,84;
250704;0500;128,449;
250704;0600;136,881;
250704;0700;129,267;
250704;0800;123,52;
250704;0900;123,701;
250704;1000;136,248;
250704;1100;140,801;
250704;1200;139,42;
250704;1300;142,243;
250704;1400;146,722;
250704;1500;141,691;
250704;1600;128,142;
250704;1700;118,905;
250704;1800;98,0125;
250704;1900;117,377;
250704;2000;114,672;
250704;2100;87,8872;
250704;2200;350,992;
250704;2300;327,719;
250705;0000;328,627;
250705;0100;320,944;
250705;0200;313,8;
250705;0300;319,779;
250705;0400;311,334;
250705;0500;316,454;
250705;0600;1,89233;
250705;0700;24,5339;
250705;0800;15,4467;
250705;0900;197,863;
250705;1000;6,23249;
250705;1100;21,6941;
250705;1200;208,851;
250705;1300;333,538;
250705;1400;323,651;
250705;1500;329,549;
250705;1600;332,438;
250705;1700;351,103;
250705;1800;348,833;
250705;1900;356,824;
250705;2000;351,259;
250705;2100;335,236;
250705;2200;338,028;
250705;2300;340,935;
250706;0000;340,43;
250706;0100;334,545;
250706;0200;331,056;
250706;0300;333,512;
250706;0400;318,31;
250706;0500;322,381;
250706;0600;319,013;
250706;0700;308,381;
250706;0800;322,858;
250706;0900;326,02;
250706;1000;326,304;
250706;1100;331,772;
250706;1200;333,387;
250706;1300;328,535;
250706;1400;327,084;
250706;1500;330,308;
250706;1600;318,41;
250706;1700;316,603;
250706;1800;307,559;
250706;1900;297,258;
250706;2000;310,045;
250706;2100;314,383;
250706;2200;296,441;
250706;2300;305,715;
250707;0000;306,225;
250707;0100;326,068;
250707;0200;23,9957;
250707;0300;0;
250707;0400;352,3;
250707;0500;0;
250707;0600;0;
250707;0700;0;
250707;0800;59,6841;
250707;0900;137,427;
250707;1000;162,476;
250707;1100;169,826;
250707;1200;162,48;
250707;1300;182,466;
250707;1400;198,61;
250707;1500;181,653;
250707;1600;160,24;
250707;1700;144,218;
250707;1800;146,131;
250707;1900;105,216;
250707;2000;93,2402;
250707;2100;6,76608;
250707;2200;72,7919;
250707;2300;139,017;
250708;0000;122,185;
250708;0100;0;
250708;0200;127,93;
250708;0300;138,827;
250708;0400;144,87;
250708;0500;128,301;
250708;0600;136,355;
250708;0700;155,672;
250708;0800;139,737;
250708;0900;153,406;
250708;1000;167,331;
250708;1100;171,463;
250708;1200;206,861;
250708;1300;199,302;
250708;1400;173,107;
250708;1500;188,929;
250708;1600;186,319;
250708;1700;82,8628;
250708;1800;104,6;
250708;1900;148,416;
250708;2000;146,227;
250708;2100;164,441;
250708;2200;76,5369;
250708;2300;83,3857;
250709;0000;74,3628;
250709;0100;130,476;
250709;0200;126,862;
250709;0300;138,78;
250709;0400;147,926;
250709;0500;141,399;
250709;0600;130,137;
250709;0700;142,411;
250709;0800;132,941;
250709;0900;130,139;
250709;1000;130,957;
250709;1100;156,398;
250709;1200;169,58;
250709;1300;186,398;
250709;1400;193,18;
250709;1500;193,513;
250709;1600;168,716;
250709;1700;179,165;
250709;1800;144,579;
250709;1900;140,801;
250709;2000;132,205;
250709;2100;99,3833;
250709;2200;79,8911;
250709;2300;123,502;
250710;0000;136,363;
250710;0100;142,679;
250710;0200;126,05;
250710;0300;129,513;
250710;0400;130,831;
250710;0500;137,433;
250710;0600;125,192;
250710;0700;137,146;
250710;0800;137,492;
250710;0900;143,561;
250710;1000;125,885;
250710;1100;129,558;
250710;1200;168,772;
250710;1300;198,726;
250710;1400;201,851;
250710;1500;181,444;
250710;1600;218,121;
250710;1700;303,205;
250710;1800;11,5431;
250710;1900;92,9849;
250710;2000;269,935;
250710;2100;156,556;
250710;2200;136,205;
250710;2300;132,525;
250711;0000;134,615;
250711;0100;146,935;
250711;0200;134,555;
250711;0300;139,364;
250711;0400;120,03;
250711;0500;139,181;
250711;0600;130,466;
250711;0700;123,508;
250711;0800;134,069;
250711;0900;129,254;
250711;1000;139,527;
250711;1100;162,519;
250711;1200;148,621;
250711;1300;177,665;
250711;1400;136,865;
250711;1500;145,158;
250711;1600;146,062;
250711;1700;147,306;
250711;1800;114,706;
250711;1900;122,113;
250711;2000;109,858;
250711;2100;110,109;
250711;2200;166,163;
250711;2300;135,136;
250712;0000;127,982;
250712;0100;139,12;
250712;0200;141,435;
250712;0300;152,838;
250712;0400;127,428;
250712;0500;101,009;
250712;0600;114,663;
250712;0700;133,503;
250712;0800;144,913;
250712;0900;149,717;
250712;1000;164,041;
250712;1100;147,993;
250712;1200;188,37;
250712;1300;194,48;
250712;1400;176,9;
250712;1500;158,451;
250712;1600;140,378;
250712;1700;172,905;
250712;1800;135,981;
250712;1900;165,768;
250712;2000;129,885;
250712;2100;142,581;
250712;2200;139,769;
250712;2300;148,746;
250713;0000;161,74;
250713;0100;159,286;
250713;0200;150,394;
250713;0300;151,4;
250713;0400;147,51;
250713;0500;152,501;
250713;0600;152,31;
250713;0700;133,241;
250713;0800;129,632;
250713;0900;138,729;
250713;1000;164,559;
250713;1100;150,215;
250713;1200;171,051;
250713;1300;151,433;
250713;1400;159,859;
250713;1500;194,2;
250713;1600;202,326;
250713;1700;237,938;
250713;1800;296,033;
250713;1900;323,049;
250713;2000;319,559;
250713;2100;344,048;
250713;2200;344,635;
250713;2300;177,66;
250714;0000;158,078;
250714;0100;190,768;
250714;0200;142,892;
250714;0300;184,496;
250714;0400;167,145;
250714;0500;170,135;
250714;0600;154,86;
250714;0700;174,825;
250714;0800;147,445;
250714;0900;169,745;
250714;1000;163,569;
250714;1100;152,71;
250714;1200;141,042;
250714;1300;182,477;
250714;1400;274,359;
250714;1500;309,412;
250714;1600;338,568;
250714;1700;328,516;
250714;1800;330,503;
250714;1900;303,01;
250714;2000;298,897;
250714;2100;299,186;
250714;2200;314,258;
250714;2300;317,525;
250715;0000;307,469;
250715;0100;298,241;
250715;0200;312,271;
250715;0300;317,828;
250715;0400;306,416;
250715;0500;315,301;
250715;0600;322,593;
250715;0700;323,577;
250715;0800;339,11;
250715;0900;105,936;
250715;1000;104,638;
250715;1100;139,754;
250715;1200;170,504;
250715;1300;200,253;
250715;1400;208,935;
250715;1500;208,657;
250715;1600;205,631;
250715;1700;169,234;
250715;1800;140,282;
250715;1900;116,508;
250715;2000;122,478;
250715;2100;119,789;
250715;2200;149,955;
250715;2300;126,722;
250716;0000;144,855;
250716;0100;149,574;
250716;0200;127,436;
250716;0300;120,248;
250716;0400;142,934;
250716;0500;135,897;
250716;0600;127,446;
250716;0700;122,838;
250716;0800;114,863;
250716;0900;119,947;
250716;1000;150,429;
250716;1100;165,682;
250716;1200;150,526;
250716;1300;133,726;
250716;1400;142,805;
250716;1500;149,465;
250716;1600;156,805;
250716;1700;122,854;
250716;1800;101,411;
250716;1900;110,225;
250716;2000;144,076;
250716;2100;155,445;
250716;2200;142,357;
250716;2300;132,877;
250717;0000;132,743;
250717;0100;137,272;
250717;0200;122,663;
250717;0300;126,669;
250717;0400;126,467;
250717;0500;116,29;
250717;0600;129,898;
250717;0700;133,559;
250717;0800;133,141;
250717;0900;136,081;
250717;1000;151,173;
250717;1100;142,139;
250717;1200;139,521;
250717;1300;149,523;
250717;1400;162,993;
250717;1500;173,27;
250717;1600;141,861;
250717;1700;139,033;
250717;1800;290,17;
250717;1900;176,19;
250717;2000;154,471;
250717;2100;83,6346;
250717;2200;134,401;
250717;2300;145,836;
250718;0000;138,225;
250718;0100;117,675;
250718;0200;122,939;
250718;0300;115,938;
250718;0400;254,317;
250718;0500;120,929;
250718;0600;109,547;
250718;0700;137,65;
250718;0800;108,913;
250718;0900;99,5479;
250718;1000;103,431;
250718;1100;131,681;
250718;1200;149,208;
250718;1300;155,111;
250718;1400;159,722;
250718;1500;216,812;
250718;1600;236,656;
250718;1700;241,796;
250718;1800;130,74;
250718;1900;123,05;
250718;2000;114,934;
250718;2100;111,239;
250718;2200;127,083;
250718;2300;138,321;
250719;0000;113,941;
250719;0100;127,552;
250719;0200;128,283;
250719;0300;122,862;
250719;0400;149,048;
250719;0500;124,647;
250719;0600;139,186;
250719;0700;130,659;
250719;0800;152,654;
250719;0900;150,474;
250719;1000;146,092;
250719;1100;147,469;
250719;1200;152,041;
250719;1300;342,784;
250719;1400;180,868;
250719;1500;159,511;
250719;1600;146,267;
250719;1700;145,778;
250719;1800;149,448;
250719;1900;146,426;
250719;2000;111,687;
250719;2100;149,28;
250719;2200;120,278;
250719;2300;108,756;
250720;0000;121,147;
250720;0100;138,084;
250720;0200;124,959;
250720;0300;98,6128;
250720;0400;118,158;
250720;0500;112,068;
250720;0600;126,416;
250720;0700;109,155;
250720;0800;108,459;
250720;0900;101,63;
250720;1000;125,899;
250720;1100;142,151;
250720;1200;224,918;
250720;1300;286,832;
250720;1400;294,425;
250720;1500;295,047;
250720;1600;313,118;
250720;1700;323,414;
250720;1800;302,801;
250720;1900;0;
250720;2000;0;
250720;2100;124,878;
250720;2200;0;
250720;2300;0,162392;
250721;0000;37,5862;
250721;0100;7,19897;
250721;0200;343,706;
250721;0300;324,787;
250721;0400;328,473;
250721;0500;352,97;
250721;0600;312,99;
250721;0700;308,717;
250721;0800;305,442;
250721;0900;305,806;
250721;1000;303,607;
250721;1100;301,351;
250721;1200;299,119;
250721;1300;298,04;
250721;1400;300,53;
250721;1500;299,795;
250721;1600;304,868;
250721;1700;302,393;
250721;1800;298,608;
250721;1900;308,973;
250721;2000;310,637;
250721;2100;307,945;
250721;2200;120,439;
250721;2300;132,076;
250722;0000;126,853;
250722;0100;133,756;
250722;0200;143,221;
250722;0300;149,269;
250722;0400;160,508;
250722;0500;152,356;
250722;0600;159,054;
250722;0700;161,52;
250722;0800;149,769;
250722;0900;155,877;
250722;1000;159,76;
250722;1100;170,373;
250722;1200;168,521;
250722;1300;161,178;
250722;1400;144,889;
250722;1500;174,204;
250722;1600;168,18;
250722;1700;167,948;
250722;1800;144,695;
250722;1900;139,461;
250722;2000;141,452;
250722;2100;109,888;
250722;2200;143,85;
250722;2300;146,475;
250723;0000;147,315;
250723;0100;137,927;
250723;0200;143,366;
250723;0300;142,988;
250723;0400;146,285;
250723;0500;139,041;
250723;0600;135,193;
250723;0700;130,328;
250723;0800;136,181;
250723;0900;134,722;
250723;1000;157,136;
250723;1100;184,611;
250723;1200;312,238;
250723;1300;325,288;
250723;1400;324,098;
250723;1500;320,055;
250723;1600;315,651;
250723;1700;313,763;
250723;1800;321,841;
250723;1900;304,294;
250723;2000;294,56;
250723;2100;304,557;
250723;2200;357,394;
250723;2300;336,495;
250724;0000;328,691;
250724;0100;324,812;
250724;0200;154,3;
250724;0300;135,23;
250724;0400;134,897;
250724;0500;165,538;
250724;0600;319,413;
250724;0700;326,559;
250724;0800;326,097;
250724;0900;318,229;
250724;1000;316,185;
250724;1100;304,215;
250724;1200;305,578;
250724;1300;303,345;
250724;1400;303,308;
250724;1500;306,731;
250724;1600;310,02;
250724;1700;299,954;
250724;1800;296,863;
250724;1900;311,243;
250724;2000;318,144;
250724;2100;317,25;
250724;2200;322,391;
250724;2300;323,152;
250725;0000;320,536;
250725;0100;319,007;
250725;0200;318,792;
250725;0300;320,742;
250725;0400;319,815;
250725;0500;313,752;
250725;0600;318,196;
250725;0700;318,097;
250725;0800;317,543;
250725;0900;320,815;
250725;1000;324,821;
250725;1100;326,145;
250725;1200;326,953;
250725;1300;317,527;
250725;1400;329,505;
250725;1500;335,546;
250725;1600;328,929;
250725;1700;326,196;
250725;1800;315,966;
250725;1900;304,513;
250725;2000;295,86;
250725;2100;303,352;
250725;2200;312,099;
250725;2300;333,587;
250726;0000;356,167;
250726;0100;130,252;
250726;0200;151,56;
250726;0300;161,665;
250726;0400;130,507;
250726;0500;141,951;
250726;0600;144,335;
250726;0700;160,63;
250726;0800;141,437;
250726;0900;135,169;
250726;1000;132,662;
250726;1100;163,541;
250726;1200;170,558;
250726;1300;300,268;
250726;1400;301,554;
250726;1500;298,454;
250726;1600;296,424;
250726;1700;302,906;
250726;1800;305,137;
250726;1900;311,457;
250726;2000;325,468;
250726;2100;298,333;
250726;2200;302,934;
250726;2300;304,674;
250727;0000;305,385;
250727;0100;303,891;
250727;0200;302,173;
250727;0300;305,089;
250727;0400;301,578;
250727;0500;304,083;
250727;0600;313,119;
250727;0700;303,562;
250727;0800;307,136;
250727;0900;318,061;
250727;1000;327,242;
250727;1100;326,943;
250727;1200;326,223;
250727;1300;330,79;
250727;1400;329,988;
250727;1500;332,341;
250727;1600;331,804;
250727;1700;326,652;
250727;1800;332,117;
250727;1900;347,62;
250727;2000;344,324;
250727;2100;342,243;
250727;2200;318,823;
250727;2300;317,391;
250728;0000;316,229;
250728;0100;313,334;
250728;0200;301,724;
250728;0300;307,646;
250728;0400;297,201;
250728;0500;292,115;
250728;0600;290,727;
250728;0700;287,568;
250728;0800;299,142;
250728;0900;303,205;
250728;1000;304,872;
250728;1100;302,564;
250728;1200;299,886;
250728;1300;302,481;
250728;1400;305,755;
250728;1500;305,905;
250728;1600;303,366;
250728;1700;306,173;
250728;1800;331,115;
250728;1900;28,1205;
250728;2000;148,235;
250728;2100;186,806;
250728;2200;80,4948;
250728;2300;115,975;
250729;0000;125,399;
250729;0100;129,986;
250729;0200;136,194;
250729;0300;114,427;
250729;0400;138,399;
250729;0500;125,097;
250729;0600;122,677;
250729;0700;114,249;
250729;0800;138,961;
250729;0900;149,55;
250729;1000;131,229;
250729;1100;126,362;
250729;1200;143,158;
250729;1300;135,381;
250729;1400;132,336;
250729;1500;131,4;
250729;1600;133,912;
250729;1700;313,897;
250729;1800;312,8;
250729;1900;311,689;
250729;2000;310,503;
250729;2100;295,013;
250729;2200;293,277;
250729;2300;295,915;
250730;0000;310,233;
250730;0100;310,745;
250730;0200;309,146;
250730;0300;306,23;
250730;0400;303,731;
250730;0500;314,85;
250730;0600;321,419;
250730;0700;307,353;
250730;0800;303,242;
250730;0900;316,131;
250730;1000;311,372;
250730;1100;311,804;
250730;1200;308,468;
250730;1300;316,306;
250730;1400;307,508;
250730;1500;301,176;
250730;1600;305,284;
250730;1700;319,454;
250730;1800;319,453;
250730;1900;325,132;
250730;2000;323,645;
250730;2100;323,59;
250730;2200;335,198;
250730;2300;338,521;
250731;0000;335,001;
250731;0100;331,236;
250731;0200;333,482;
250731;0300;319,071;
250731;0400;321,796;
250731;0500;319,47;
250731;0600;318,145;
250731;0700;316,142;
250731;0800;327,833;
250731;0900;336,111;
250731;1000;335,663;
250731;1100;330,588;
250731;1200;332,399;
250731;1300;331,772;
250731;1400;330,075;
250731;1500;333,351;
250731;1600;333,112;
250731;1700;330,364;
250731;1800;336,536;
250731;1900;339,281;
250731;2000;341,428;
250731;2100;342,466;
250731;2200;332,613;
250731;2300;314,667;
250801;0000;320,941;
250801;0100;325,382;
250801;0200;327,017;
250801;0300;335,596;
250801;0400;340,909;
250801;0500;336,139;
250801;0600;337,152;
250801;0700;337,461;
250801;0800;337,384;
250801;0900;332,544;
250801;1000;326,159;
250801;1100;319,492;
250801;1200;328,826;
250801;1300;321,984;
250801;1400;326,858;
250801;1500;324,943;
250801;1600;310,503;
250801;1700;298,278;
250801;1800;295,867;
250801;1900;323,359;
250801;2000;309,998;
250801;2100;327,808;
250801;2200;318,421;
250801;2300;311,729;
250802;0000;315,349;
250802;0100;329,022;
250802;0200;298,913;
250802;0300;293,707;
250802;0400;316,877;
250802;0500;349,381;
250802;0600;352,215;
250802;0700;350,948;
250802;0800;202,98;
250802;0900;132,351;
250802;1000;121,793;
250802;1100;74,205;
250802;1200;295,202;
250802;1300;268,387;
250802;1400;272,37;
250802;1500;261,133;
250802;1600;262,262;
250802;1700;290,048;
250802;1800;249,366;
250802;1900;257,932;
250802;2000;253,575;
250802;2100;244,324;
250802;2200;256,085;
250802;2300;28,1025;
250803;0000;93,6425;
250803;0100;92,4166;
250803;0200;132,523;
250803;0300;109,668;
250803;0400;138,545;
250803;0500;117,559;
250803;0600;135,92;
250803;0700;137,208;
